name,building,county,Nearest_Street,latitude,longitude,Building_Sq_Ft,Roof_Sq_Ft
Commercial on Southwest 5th Street,commercial,"Dallas County, Texas",Southwest 5th Street,32.743163411260895,-97.00932737,24969.038139767355,16229.87
Retail on Gaston Avenue,retail,"Dallas County, Texas",Gaston Avenue,32.81313622284153,-96.72998376,63672.82928531589,41387.34
Commercial on Gaston Avenue,commercial,"Dallas County, Texas",Gaston Avenue,32.81227516031393,-96.72977812,21843.31684,14198.16
The Home Depot,retail,"Dallas County, Texas",East FM 1382,32.59405850349146,-96.93599417,114131.0160815126,74185.16
Retail on East FM 1382,retail,"Dallas County, Texas",East FM 1382,32.59312918198524,-96.93522545,63544.44083000222,41303.89
Total Wine,retail,"Dallas County, Texas",East FM 1382,32.59091116190356,-96.93819529,35284.21777,22934.74
Habitat for Humanity ReStore,retail,"Dallas County, Texas",North Hampton Road,32.77737787449663,-96.85559888,137343.91465328715,89273.54
Macy's,retail,"Dallas County, Texas",Cedar Sage Drive,32.952044700000016,-96.60926945,69868.11602,45414.28
Dillard's,retail,"Dallas County, Texas",Horseshoe Drive,32.954782291858336,-96.61483901,99988.3669,64992.44
Retail on North Highway 67,retail,"Dallas County, Texas",North Highway 67,32.601059800048496,-96.9371558,23294.34956503496,15141.33
Commercial on North Highway 67,commercial,"Dallas County, Texas",North Highway 67,32.60590397511977,-96.9312216,30664.10869817764,19931.67
Commercial on Antoine Street,commercial,"Dallas County, Texas",Antoine Street,32.60593912038253,-96.93220005,20187.34714714488,13121.78
Commercial on East Pleasant Run Road,commercial,"Dallas County, Texas",East Pleasant Run Road,32.603828067845896,-96.93458734,22495.382411311683,14622.0
Retail on North Highway 67,retail,"Dallas County, Texas",North Highway 67,32.59259240653191,-96.94077068,116144.04904757044,75493.63
Retail on North Highway 67,retail,"Dallas County, Texas",North Highway 67,32.59606802762163,-96.93613574,135502.32933415176,88076.51
Commercial on West FM 1382,commercial,"Dallas County, Texas",West FM 1382,32.59926120232301,-96.94404433,28361.955613437647,18435.27
Commercial on Cedar Hill Village Drive,commercial,"Dallas County, Texas",Cedar Hill Village Drive,32.591991051253785,-96.94651888,43331.97572275151,28165.78
Commercial on South Central Expressway,commercial,"Dallas County, Texas",South Central Expressway,32.70108702070564,-96.74926318,27606.182349258743,17944.02
Warehouse on La Reunion Parkway,warehouse,"Dallas County, Texas",La Reunion Parkway,32.77054537368456,-96.8925722,64669.95160710737,42035.47
Warehouse on Terre Colony Court,warehouse,"Dallas County, Texas",Terre Colony Court,32.77266874482653,-96.86636057,78867.26259559549,51263.72
Warehouse on La Reunion Parkway,warehouse,"Dallas County, Texas",La Reunion Parkway,32.77042622,-96.8938677,61355.27014216191,39880.93
Warehouse on Terre Colony Court,warehouse,"Dallas County, Texas",Terre Colony Court,32.77229114652785,-96.86713875,138594.99653947272,90086.75
Warehouse on Adler Drive,warehouse,"Dallas County, Texas",Adler Drive,32.76576006472202,-96.88913739,357830.57581834926,232589.87
Warehouse on Terre Colony Court,warehouse,"Dallas County, Texas",Terre Colony Court,32.771315017733734,-96.86678354,25885.98996333419,16825.89
Warehouse on Postal Way,warehouse,"Dallas County, Texas",Postal Way,32.770490996372466,-96.86370177,27007.37790082865,17554.8
Warehouse on La Reunion Parkway,warehouse,"Dallas County, Texas",La Reunion Parkway,32.76975573353327,-96.89268467,67922.94692933647,44149.92
Warehouse on La Reunion Parkway,warehouse,"Dallas County, Texas",La Reunion Parkway,32.77029896631628,-96.89012718,117012.08614444992,76057.86
Warehouse on West Commerce Street,warehouse,"Dallas County, Texas",West Commerce Street,32.77359380699592,-96.87043346,130706.569719089,84959.27
Warehouse on West Commerce Street,warehouse,"Dallas County, Texas",West Commerce Street,32.772069649881566,-96.86132375,30319.31720846517,19707.56
FedEx Ground,warehouse,"Dallas County, Texas",Adler Drive,32.765822192703794,-96.88664578,361304.3072030789,234847.8
Warehouse on North Westmoreland Road,warehouse,"Dallas County, Texas",North Westmoreland Road,32.77393164855947,-96.87295635,257493.85451136227,167371.01
Warehouse on Terre Colony Court,warehouse,"Dallas County, Texas",Terre Colony Court,32.772102210948304,-96.86879931,111092.91137549446,72210.39
Warehouse on Lone Star Drive,warehouse,"Dallas County, Texas",Lone Star Drive,32.77075587238944,-96.87128824,113227.9002968532,73598.14
Warehouse on West Commerce Street,warehouse,"Dallas County, Texas",West Commerce Street,32.77395231479264,-96.87194013,261932.9607794648,170256.42
Kroger,retail,"Dallas County, Texas",North Belt Line Road,32.855107331559736,-96.99087583,69521.73379662645,45189.13
Commercial on Riverside Drive,commercial,"Dallas County, Texas",Riverside Drive,32.88966524582422,-96.934706,29831.21543802097,19390.29
Warehouse on Riverside Drive,warehouse,"Dallas County, Texas",Riverside Drive,32.89125621419675,-96.93404574,54477.90427859269,35410.64
Commercial on West Camp Wisdom Road,commercial,"Dallas County, Texas",West Camp Wisdom Road,32.663497449664554,-96.87327358,50883.09151982111,33074.01
Commercial on Marvin D Love Freeway,commercial,"Dallas County, Texas",Marvin D Love Freeway,32.663616825949404,-96.87101324,127655.0475689394,82975.78
Commercial on West Camp Wisdom Road,commercial,"Dallas County, Texas",West Camp Wisdom Road,32.66270707557787,-96.8708829,21580.7467373518,14027.49
Planet Fitness,commercial,"Dallas County, Texas",West Camp Wisdom Road,32.66139937805241,-96.87286535,41311.36588963887,26852.39
Commercial on Uptown Boulevard,commercial,"Dallas County, Texas",Uptown Boulevard,32.59545216628971,-96.94470105,36090.55532,23458.86
Commercial on North Highway 67,commercial,"Dallas County, Texas",North Highway 67,32.594567310879924,-96.94431175,43237.89778982964,28104.63
Retail on West Wheatland Road,retail,"Dallas County, Texas",West Wheatland Road,32.648934967733275,-96.88534217,47342.63556191954,30772.71
Warehouse on South Cockrell Hill Road,warehouse,"Dallas County, Texas",South Cockrell Hill Road,32.64880044812489,-96.89074195,23725.677243420207,15421.69
Retail on West Pioneer Parkway,retail,"Dallas County, Texas",West Pioneer Parkway,32.70871035014073,-97.0111004,50487.80689869194,32817.07
Retail on South Cedar Ridge Drive,retail,"Dallas County, Texas",South Cedar Ridge Drive,32.64810031,-96.92667223,33218.323732310375,21591.91
Commercial on North Central Expressway,commercial,"Dallas County, Texas",North Central Expressway,32.87025803641637,-96.76943031,32262.73667619457,20970.78
Industrial on Valley View Lane,industrial,"Dallas County, Texas",Valley View Lane,32.83077207474026,-97.02826933,420996.7836456293,273647.91
Retail on West Northgate Drive,retail,"Dallas County, Texas",West Northgate Drive,32.85777332532655,-96.99281522,20546.67028252274,13355.34
Retail on North Belt Line Road,retail,"Dallas County, Texas",North Belt Line Road,32.85635944,-96.992917,25509.816230703203,16581.38
Industrial on Peters Street,industrial,"Dallas County, Texas",Peters Street,32.77182150501037,-96.79503963,24417.869189881727,15871.61
Commercial on South Austin Street,commercial,"Dallas County, Texas",South Austin Street,32.76935885,-96.7988609,33823.52166293274,21985.29
Commercial on Botham Jean Boulevard,commercial,"Dallas County, Texas",Botham Jean Boulevard,32.76869196163883,-96.79786315,105016.47875389372,68260.71
Commercial on Gould Street,commercial,"Dallas County, Texas",Gould Street,32.76949555215177,-96.79127637,53238.994063208105,34605.35
Warehouse on South Harwood Street,warehouse,"Dallas County, Texas",South Harwood Street,32.77292988038857,-96.78501909,23029.82156697841,14969.38
Warehouse on South Harwood Street,warehouse,"Dallas County, Texas",South Harwood Street,32.77389725517752,-96.78553419,20747.43579657692,13485.83
Warehouse on South César Chávez Boulevard,warehouse,"Dallas County, Texas",South César Chávez Boulevard,32.77324492828101,-96.78227398,25763.957966461086,16746.57
Warehouse on South Good-Latimer Expressway,warehouse,"Dallas County, Texas",South Good-Latimer Expressway,32.77631590902309,-96.78296506,78882.94919434324,51273.92
Warehouse on Ferris Street,warehouse,"Dallas County, Texas",Ferris Street,32.77449475934932,-96.77960927,42095.76864250854,27362.25
Commercial on Pacific Avenue,commercial,"Dallas County, Texas",Pacific Avenue,32.78236827470726,-96.79679443,25544.43494544801,16603.88
One Arts Plaza,commercial,"Dallas County, Texas",Routh Street,32.791923508051994,-96.79514762,103922.32322395996,67549.51
Commercial on Nowitzki Way,commercial,"Dallas County, Texas",Nowitzki Way,32.789949917863126,-96.80858707,41065.97856760542,26692.89
Office on North Harwood Street,office,"Dallas County, Texas",North Harwood Street,32.79162981312452,-96.80617068,33787.824688356806,21962.09
2525 McKinnon,commercial,"Dallas County, Texas",McKinnon Street,32.79209226521689,-96.80564427,30527.577092713906,19842.93
The Factory in Deep Ellum,commercial,"Dallas County, Texas",Canton Street,32.78238638202588,-96.78374691,28605.902416597142,18593.84
Carrier Crossing,retail,"Dallas County, Texas",West Pioneer Parkway,32.70854484,-97.01711812,39441.74613987951,25637.13
Retail on West Pioneer Parkway,retail,"Dallas County, Texas",West Pioneer Parkway,32.708931759599295,-97.01314352,26967.74381938572,17529.03
Commercial on West Pioneer Parkway,commercial,"Dallas County, Texas",West Pioneer Parkway,32.71029687633002,-97.02131679,54755.07170141042,35590.8
Commercial on Fort Worth Street,commercial,"Dallas County, Texas",Fort Worth Street,32.742882326610854,-97.01780474,23115.88945240185,15025.33
Commercial on Family Circle,commercial,"Dallas County, Texas",Family Circle,32.71944389266191,-97.00532488,69756.55959633923,45341.76
Retail on Southwest 3rd Street,retail,"Dallas County, Texas",Southwest 3rd Street,32.714209178699804,-97.00644785,27196.57682367778,17677.77
Harwood No. 2,office,"Dallas County, Texas",North Harwood Street,32.79393683104876,-96.80758923,20218.315516848408,13141.91
Industrial on Sunnybrook Lane,industrial,"Dallas County, Texas",Sunnybrook Lane,32.73862914265856,-96.99740358,40938.120393088255,26609.78
Dollar Tree,retail,"Dallas County, Texas",Northeast 5th Street,32.74618589,-96.99854262,23643.918532365005,15368.55
Retail on Lively Lane,retail,"Dallas County, Texas",Lively Lane,32.741503994642336,-96.99534914,32931.09364965831,21405.21
Retail on Northeast 19th Street,retail,"Dallas County, Texas",Northeast 19th Street,32.75058912481099,-96.97869379,45341.33177701863,29471.87
Commercial on Alice Drive,commercial,"Dallas County, Texas",Alice Drive,32.73607425000001,-97.00678835,23268.934723662565,15124.81
Commercial on North Central Expressway,commercial,"Dallas County, Texas",North Central Expressway,32.963943823277546,-96.72586874,24198.690016501936,15729.15
Retail on West Sandy Lake Road,retail,"Dallas County, Texas",West Sandy Lake Road,32.97060180505483,-96.99529901,67560.14211412378,43914.09
Office on Walnut Hill Lane,office,"Dallas County, Texas",Walnut Hill Lane,32.882215276639826,-96.75895415,22500.62084292197,14625.4
Jackson Building,commercial,"Dallas County, Texas",Walnut Hill Lane,32.8800871,-96.76373546,32534.826414050305,21147.64
Walnut Glen Tower,office,"Dallas County, Texas",Walnut Hill Lane,32.88068756812076,-96.76643574,34640.17605561609,22516.11
Commercial on Belco Drive,commercial,"Dallas County, Texas",Belco Drive,32.88143071733469,-96.75726188,21525.06992388008,13991.3
Warehouse on Greenville Avenue,warehouse,"Dallas County, Texas",Greenville Avenue,32.884965030132456,-96.75761639,26269.19150649308,17074.97
Office on Wingren Road,office,"Dallas County, Texas",Wingren Road,32.86305803314075,-96.94134054,61238.63715,39805.11
Office on Goodson Drive,office,"Dallas County, Texas",Goodson Drive,32.863764601199705,-96.94113321,50854.56024470738,33055.46
Kroger,commercial,"Dallas County, Texas",West Camp Wisdom Road,32.66067511604285,-96.90924656,70199.01680018454,45629.36
Retail on West Camp Wisdom Road,retail,"Dallas County, Texas",West Camp Wisdom Road,32.661408587983274,-96.90784961,31134.747039469872,20237.59
Warehouse on South Harwood Street,warehouse,"Dallas County, Texas",South Harwood Street,32.773331751679926,-96.78357311,22885.46198367728,14875.55
Warehouse on South Good-Latimer Expressway,warehouse,"Dallas County, Texas",South Good-Latimer Expressway,32.77854306342827,-96.78495013,39975.20343412647,25983.88
Warehouse on South Ervay Street,warehouse,"Dallas County, Texas",South Ervay Street,32.77299155,-96.7920124,21277.02854458136,13830.07
Commercial on South Harwood Street,commercial,"Dallas County, Texas",South Harwood Street,32.77043437639497,-96.78245099,21937.605498340825,14259.44
Walmart Supercenter,commercial,"Dallas County, Texas",Cantabria Drive,32.95882314374017,-96.81613432,222687.83227351107,144747.09
Burlington,commercial,"Dallas County, Texas",Belt Line Road,32.956584818731145,-96.81579291,20046.107783485844,13029.97
Retail on Belt Line Road,retail,"Dallas County, Texas",Belt Line Road,32.954830439737606,-96.81744947,34157.05728621801,22202.09
Kroger,retail,"Dallas County, Texas",North Coit Road,32.953224882475574,-96.7673024,80303.25117137934,52197.11
Retail on Lockwood Drive,retail,"Dallas County, Texas",Lockwood Drive,32.95149807,-96.7375178,22381.83997335245,14548.2
Office on Tristar Drive,office,"Dallas County, Texas",Tristar Drive,32.91934682513255,-97.00552881,29857.864021381007,19407.61
Office on Tristar Drive,office,"Dallas County, Texas",Tristar Drive,32.91763599141837,-97.00570568,138922.9592138236,90299.92
Office on West Royal Lane,office,"Dallas County, Texas",West Royal Lane,32.920004646515345,-97.00424914,35292.65938515774,22940.23
Office on West Royal Lane,office,"Dallas County, Texas",West Royal Lane,32.92122808418978,-97.01120177,48970.27837082904,31830.68
Office on Esters Boulevard,office,"Dallas County, Texas",Esters Boulevard,32.92150871189745,-97.00695596,54482.99713668312,35413.95
Office on Esters Boulevard,office,"Dallas County, Texas",Esters Boulevard,32.92229161382677,-97.00720722,53430.51491186186,34729.83
Industrial on Exchange Street,industrial,"Dallas County, Texas",Exchange Street,32.924847811461426,-97.0094929,199911.5306900041,129942.49
Office on Esters Boulevard,office,"Dallas County, Texas",Esters Boulevard,32.92389312752295,-97.00701211,86395.80682660543,56157.27
Office on Tristar Drive,office,"Dallas County, Texas",Tristar Drive,32.919202934355006,-97.00439597,30999.576646403875,20149.72
Office on Esters Boulevard,office,"Dallas County, Texas",Esters Boulevard,32.92609505117817,-97.00783352,39565.29223005652,25717.44
Office on Tristar Drive,office,"Dallas County, Texas",Tristar Drive,32.91831139999999,-97.0041179,62154.44411082875,40400.39
Industrial on Regent Boulevard,industrial,"Dallas County, Texas",Regent Boulevard,32.92708331302055,-97.00705846,188927.4511873647,122802.84
Office on Tristar Drive,office,"Dallas County, Texas",Tristar Drive,32.914192150000005,-97.00417465,27446.232133602287,17840.05
Industrial on West John W Carpenter Freeway,industrial,"Dallas County, Texas",West John W Carpenter Freeway,32.915323664652654,-97.00484118,67426.60595437001,43827.29
Industrial on Esters Boulevard,industrial,"Dallas County, Texas",Esters Boulevard,32.92229329,-97.0092944,201076.46178522124,130699.7
Office on Horizon Way,office,"Dallas County, Texas",Horizon Way,32.92328817343223,-97.00591065,65057.78025591136,42287.56
Office on Tristar Drive,office,"Dallas County, Texas",Tristar Drive,32.916821547211406,-97.00434534,80214.22292,52139.24
Office on Regent Boulevard,office,"Dallas County, Texas",Regent Boulevard,32.92734090621467,-97.00614891,45101.51814654954,29315.99
Office on Sterling Street,office,"Dallas County, Texas",Sterling Street,32.921453433662414,-97.01239572,31829.358498632297,20689.08
Office on Freeport Parkway,office,"Dallas County, Texas",Freeport Parkway,32.92498895857528,-97.01241489,50692.228386993374,32949.95
Commercial on North Central Expressway,commercial,"Dallas County, Texas",North Central Expressway,32.971588265509425,-96.72016969,32761.90171788537,21295.24
Commercial on North Central Expressway,commercial,"Dallas County, Texas",North Central Expressway,32.97248621570013,-96.71988681,63000.47539385585,40950.31
Commercial on Municipal Drive,commercial,"Dallas County, Texas",Municipal Drive,32.9737074,-96.71975232,25169.58124704093,16360.23
Commercial on West Campbell Road,commercial,"Dallas County, Texas",West Campbell Road,32.97632540144953,-96.72081095,30483.719205161444,19814.42
Commercial on West Campbell Road,commercial,"Dallas County, Texas",West Campbell Road,32.97617528564015,-96.72281322,24706.146675714488,16059.0
Commercial on Alamo Road,commercial,"Dallas County, Texas",Alamo Road,32.977313455185424,-96.71655412,28502.490987355788,18526.62
Commercial on North Central Expressway,commercial,"Dallas County, Texas",North Central Expressway,32.978451279315394,-96.71642316,38890.07447162485,25278.55
Commercial on Lyndon B Johnson Freeway,commercial,"Dallas County, Texas",Lyndon B Johnson Freeway,32.657362614160654,-96.88927723,119703.40110311015,77807.21
Industrial on Lockheed Martin Drive,industrial,"Dallas County, Texas",Lockheed Martin Drive,32.719197545533554,-97.03420563,121426.52191019309,78927.24
Industrial on Lockheed Martin Drive,industrial,"Dallas County, Texas",Lockheed Martin Drive,32.71782023248705,-97.03421972,249917.96318159465,162446.68
Industrial on West Marshall Drive,industrial,"Dallas County, Texas",West Marshall Drive,32.72490494596627,-97.02970028,300222.668161466,195144.73
Retail on North President George Bush Highway,retail,"Dallas County, Texas",North President George Bush Highway,32.96382792938685,-96.64107908,24355.531454469143,15831.1
Retail on North Carrier Parkway,retail,"Dallas County, Texas",North Carrier Parkway,32.75556086508108,-97.01745624,40599.339486561534,26389.57
Fox & Hound,commercial,"Dallas County, Texas",West Campbell Road,32.97676202,-96.71915798,20342.714185082103,13222.76
Retail on West Campbell Road,retail,"Dallas County, Texas",West Campbell Road,32.97680183690612,-96.71837871,94242.79485,61257.82
Commercial on West Arapaho Road,commercial,"Dallas County, Texas",West Arapaho Road,32.96470756900943,-96.73766401,55630.540897158025,36159.85
Retail on Market Place Boulevard,retail,"Dallas County, Texas",Market Place Boulevard,32.92135150748646,-96.97256797,56260.500236832086,36569.33
Retail on Market Place Boulevard,retail,"Dallas County, Texas",Market Place Boulevard,32.920717407330635,-96.97217557,47643.33335711485,30968.17
Retail on East Interstate 20,retail,"Dallas County, Texas",East Interstate 20,32.66290677937748,-96.902008,30895.62890080144,20082.16
Retail on West Camp Wisdom Road,retail,"Dallas County, Texas",West Camp Wisdom Road,32.66316189580226,-96.90940689,56907.35455647766,36989.78
Commercial on West Pioneer Parkway,commercial,"Dallas County, Texas",West Pioneer Parkway,32.710572729453794,-97.01444353,23841.09779628756,15496.71
Commercial on Cadiz Street,commercial,"Dallas County, Texas",Cadiz Street,32.77107856139447,-96.79833972,31289.21386176583,20337.99
Commercial on Cadiz Street,commercial,"Dallas County, Texas",Cadiz Street,32.77055960305457,-96.79743208,31170.54562831132,20260.85
Warehouse on Cadiz Street,warehouse,"Dallas County, Texas",Cadiz Street,32.77170804,-96.79807586,28501.54249829101,18526.0
Cowboys Dancehall Dallas,commercial,"Dallas County, Texas",Technology Boulevard,32.86162984390598,-96.89834701,34110.270260457495,22171.68
Commercial on Technology Boulevard East,commercial,"Dallas County, Texas",Technology Boulevard East,32.85713822262562,-96.89580509,105420.29675064232,68523.19
Commercial on Technology Boulevard West,commercial,"Dallas County, Texas",Technology Boulevard West,32.85711945431455,-96.89807979,36873.54924366999,23967.81
Retail on East Camp Wisdom Road,retail,"Dallas County, Texas",East Camp Wisdom Road,32.660732890519576,-96.90292783,20223.912461790947,13145.54
Commercial on Harry Hines Boulevard,commercial,"Dallas County, Texas",Harry Hines Boulevard,32.81510009768863,-96.83482628,52867.92617870036,34364.15
Amazon Fulfilment Center DFW6,warehouse,"Dallas County, Texas",West Bethel Road,32.95804717341622,-97.01703732,1070430.405750058,695779.76
Amazon Fulfillment Center FTW1,warehouse,"Dallas County, Texas",Lyndon B Johnson Freeway,32.66099352104953,-96.73610374,498434.0708,323982.15
DFW Administration,commercial,"Dallas County, Texas",31st Avenue South,32.87480715206986,-97.01449756,44035.56121721849,28623.11
Flight Safety International,commercial,"Dallas County, Texas",East Airfield Drive,32.87569255917923,-97.01700563,145419.19759241384,94522.48
Office on Carlisle Street,office,"Dallas County, Texas",Carlisle Street,32.80271002051396,-96.80400441,21456.467436067105,13946.7
Commercial on McKinney Avenue,commercial,"Dallas County, Texas",McKinney Avenue,32.795634289753885,-96.80230762,20118.44825551283,13076.99
Retail on Victory Park Lane,retail,"Dallas County, Texas",Victory Park Lane,32.78788473,-96.80998129,102086.6328183478,66356.31
Warehouse on Production Drive,warehouse,"Dallas County, Texas",Production Drive,32.80843365651204,-96.83008118,43722.34653361644,28419.53
Warehouse on Production Drive,warehouse,"Dallas County, Texas",Production Drive,32.80881024488652,-96.82979918,58388.86166577288,37952.76
Warehouse on Production Drive,warehouse,"Dallas County, Texas",Production Drive,32.807618123797305,-96.82901142,42335.76377144992,27518.25
Commercial on Butler Street,commercial,"Dallas County, Texas",Butler Street,32.81733548388872,-96.83415831,37522.1991155486,24389.43
Commercial on Butler Street,commercial,"Dallas County, Texas",Butler Street,32.81973403793865,-96.83314185,23951.642147525345,15568.57
Commercial on Owens Street,commercial,"Dallas County, Texas",Owens Street,32.82550576253792,-96.83737986,42449.02999451576,27591.87
Commercial on Denton Drive,commercial,"Dallas County, Texas",Denton Drive,32.82797569407073,-96.83681894,24677.05398825824,16040.09
Warehouse on Denton Drive,warehouse,"Dallas County, Texas",Denton Drive,32.82831205,-96.8379169,126937.91506291484,82509.64
Warehouse on Cedar Springs Road,warehouse,"Dallas County, Texas",Cedar Springs Road,32.83006511465583,-96.83762847,83377.75852,54195.54
Warehouse on Denton Drive,warehouse,"Dallas County, Texas",Denton Drive,32.82806328829341,-96.84162578,241444.86901733725,156939.16
Industrial on Empire Central Drive,industrial,"Dallas County, Texas",Empire Central Drive,32.83268187646245,-96.84615934,100024.49232725563,65015.92
Commercial on Burbank Street,commercial,"Dallas County, Texas",Burbank Street,32.84317519254557,-96.85950355,86190.37260371927,56023.74
Commercial on Shorecrest Drive,commercial,"Dallas County, Texas",Shorecrest Drive,32.84667638574862,-96.86660357,79227.57186,51497.92
Warehouse on Denton Drive,warehouse,"Dallas County, Texas",Denton Drive,32.84401491333608,-96.86731424,24432.11191,15880.87
Commercial on Shorecrest Drive,commercial,"Dallas County, Texas",Shorecrest Drive,32.84488561439067,-96.86889673,26098.98410136096,16964.34
Warehouse on Willowbrook Road,warehouse,"Dallas County, Texas",Willowbrook Road,32.86249171871128,-96.89022111,53850.35503833408,35002.73
Retail on South Lancaster Road,retail,"Dallas County, Texas",South Lancaster Road,32.68472841672477,-96.78805796,20267.654099698604,13173.98
Retail on South Lancaster Road,retail,"Dallas County, Texas",South Lancaster Road,32.70009407,-96.79694381,26167.72514129797,17009.02
Retail on South Lancaster Road,retail,"Dallas County, Texas",South Lancaster Road,32.71556965595345,-96.80510151,47878.44413033568,31120.99
Retail on South Lancaster Road,retail,"Dallas County, Texas",South Lancaster Road,32.71431980394827,-96.80514807,47084.20567947079,30604.73
Warehouse on South Madison Avenue,warehouse,"Dallas County, Texas",South Madison Avenue,32.73358617278716,-96.82788244,90680.77169119447,58942.5
Tyler Station,commercial,"Dallas County, Texas",South Polk Street,32.73267103788656,-96.83896266,65140.43768816279,42341.28
Harwood No. 3,office,"Dallas County, Texas",North Harwood Street,32.79318402556873,-96.80783747,26194.87675557674,17026.67
Commercial on Business Parkway,commercial,"Dallas County, Texas",Business Parkway,32.93800298437764,-96.73817792,25443.41103490798,16538.22
Commercial on Business Parkway,commercial,"Dallas County, Texas",Business Parkway,32.93907247850432,-96.73705299,23643.62032007948,15368.35
Warehouse on Business Parkway,warehouse,"Dallas County, Texas",Business Parkway,32.93875488,-96.73629665,20132.918712751307,13086.4
Warehouse on Business Parkway,warehouse,"Dallas County, Texas",Business Parkway,32.937611726211216,-96.73720743,26478.575671925464,17211.07
Warehouse on Business Parkway,warehouse,"Dallas County, Texas",Business Parkway,32.93756517085284,-96.73687923,24114.12003918897,15674.18
Commercial on North Greenville Avenue,commercial,"Dallas County, Texas",North Greenville Avenue,32.95330445339658,-96.72755733,87938.95211430627,57160.32
Commercial on North Central Expressway,commercial,"Dallas County, Texas",North Central Expressway,32.95392255714443,-96.73094729,53982.23697305123,35088.45
Commercial on Davis Street,commercial,"Dallas County, Texas",Davis Street,32.955100827190186,-96.72933078,29399.29828953661,19109.54
Commercial on Unknown,commercial,"Dallas County, Texas",Unknown,32.9565107,-96.72843855,35750.58257,23237.88
Commercial on North Interurban Street,commercial,"Dallas County, Texas",North Interurban Street,32.958708845636664,-96.72641662,24762.92986864137,16095.9
Commercial on North Greenville Avenue,commercial,"Dallas County, Texas",North Greenville Avenue,32.9592811,-96.72367035,77038.39327853515,50074.96
Commercial on East Arapaho Road,commercial,"Dallas County, Texas",East Arapaho Road,32.96018188816697,-96.72307751,40139.59788341807,26090.74
Commercial on North Central Expressway,commercial,"Dallas County, Texas",North Central Expressway,32.96167557440932,-96.72554148,20302.67747403648,13196.74
Commercial on North Central Expressway,commercial,"Dallas County, Texas",North Central Expressway,32.96233605993861,-96.72480115,27672.526525247933,17987.14
Commercial on East Arapaho Road,commercial,"Dallas County, Texas",East Arapaho Road,32.96129004048466,-96.72507655,20327.284511998223,13212.73
Commercial on North Central Expressway,commercial,"Dallas County, Texas",North Central Expressway,32.96357900164006,-96.72350821,20005.04864802354,13003.28
Commercial on Central Trail,commercial,"Dallas County, Texas",Central Trail,32.964209904528104,-96.72055419,133995.3881997137,87097.0
Commercial on Bike lane west of Alma rd,commercial,"Dallas County, Texas",Bike lane west of Alma rd,32.964503359453204,-96.71790831,124926.01364762742,81201.91
Commercial on East Arapaho Road,commercial,"Dallas County, Texas",East Arapaho Road,32.96128578680091,-96.72180089,35865.90928631898,23312.84
Commercial on North Greenville Avenue,commercial,"Dallas County, Texas",North Greenville Avenue,32.96869378,-96.71805782,29892.497395846705,19430.12
Retail on Inwood Road,retail,"Dallas County, Texas",Inwood Road,32.82215036302575,-96.83632598,25887.617218031806,16826.95
Commercial on East Trinity Mills Road,commercial,"Dallas County, Texas",East Trinity Mills Road,32.98795486079925,-96.85077994,36898.70525268398,23984.16
Retail on East Trinity Mills Road,retail,"Dallas County, Texas",East Trinity Mills Road,32.98645232932402,-96.85414056,24680.91227,16042.59
Retail on North Josey Lane,retail,"Dallas County, Texas",North Josey Lane,32.98792201280503,-96.88909508,47911.973091006,31142.78
Retail on Mac Arthur Drive,retail,"Dallas County, Texas",Mac Arthur Drive,32.98671821264517,-96.91162808,61645.04061630297,40069.28
Retail on Carter Drive,retail,"Dallas County, Texas",Carter Drive,32.985979661561096,-96.91262287,40957.58503981392,26622.43
Retail on East Trinity Mills Road,retail,"Dallas County, Texas",East Trinity Mills Road,32.98589848783424,-96.85707464,53277.31107588639,34630.25
Retail on Old Denton Road,retail,"Dallas County, Texas",Old Denton Road,32.98692097080581,-96.91076292,82564.07921,53666.65
Walmart Supercenter,retail,"Dallas County, Texas",East Trinity Mills Road,32.98586981423611,-96.90590976,220841.27227149825,143546.83
Warehouse on West Trinity Mills Road,warehouse,"Dallas County, Texas",West Trinity Mills Road,32.984174149999994,-96.9224968,35249.11171009247,22911.92
Retail on West Trinity Mills Road,retail,"Dallas County, Texas",West Trinity Mills Road,32.98488074999999,-96.91502605,24013.3910293084,15608.7
Warehouse on Furneaux Creek Blue Trail,warehouse,"Dallas County, Texas",Furneaux Creek Blue Trail,32.98540914087236,-96.92387028,51119.65639094317,33227.78
Warehouse on Furneaux Creek Blue Trail,warehouse,"Dallas County, Texas",Furneaux Creek Blue Trail,32.98537835405273,-96.92204338,34525.29506,22441.44
H Mart,retail,"Dallas County, Texas",Old Denton Road,32.984912151763154,-96.91250248,75593.24348530378,49135.61
Warehouse on Furneaux Creek Blue Trail,warehouse,"Dallas County, Texas",Furneaux Creek Blue Trail,32.98533604516095,-96.92262672,24228.49865834748,15748.52
Retail on Old Denton Road,retail,"Dallas County, Texas",Old Denton Road,32.986358974312644,-96.90774326,23620.56207411517,15353.37
Warehouse on Furneaux Creek Blue Trail,warehouse,"Dallas County, Texas",Furneaux Creek Blue Trail,32.98542948555994,-96.92328871,40671.42544955312,26436.43
Lowe's,retail,"Dallas County, Texas",East Trinity Mills Road,32.98615329832413,-96.90264014,147617.12733486903,95951.13
Albertsons,retail,"Dallas County, Texas",North Josey Lane,32.97462402157696,-96.8885344,59067.06075652001,38393.59
